7130.99832,-166.399545,-74.4997643,146.761689
7131.00332,-166.455277,-74.473066,146.774134
7131.00832,-166.517887,-74.4433244,146.794621
7131.01332,-166.58035,-74.4087718,146.816337
7131.01832,-166.637383,-74.3711816,146.835778
7131.02332,-166.685321,-74.3332638,146.849508
7131.02832,-166.724525,-74.2965872,146.857191
7131.03332,-166.755562,-74.2611006,146.859382
7131.03832,-166.772114,-74.2267925,146.852264
7131.04332,-166.767443,-74.1922811,146.830968
7131.04832,-166.744708,-74.1552664,146.799526
7131.05332,-166.711036,-74.1137292,146.763824
7131.05832,-166.670721,-74.0698134,146.725177
7131.06332,-166.630941,-74.0219562,146.68979
7131.06832,-166.602941,-73.9709647,146.669005
7131.07332,-166.585413,-73.9190399,146.661651
7131.07832,-166.573335,-73.8664899,146.662141
7131.08332,-166.571654,-73.814046,146.67287
7131.08832,-166.580718,-73.7581821,146.690263
7131.09332,-166.596059,-73.6966464,146.705799
7131.09832,-166.622477,-73.6310723,146.721761
7131.10332,-166.660028,-73.5630812,146.739308
7131.10832,-166.701924,-73.4977458,146.75478
7131.11332,-166.739424,-73.4379929,146.763232
7131.11832,-166.765637,-73.3862232,146.761925
7131.12332,-166.775914,-73.3394645,146.747378
7131.12832,-166.772223,-73.290945,146.719814
7131.13332,-166.757483,-73.2361465,146.681267
7131.13832,-166.732926,-73.1754494,146.633256
7131.14332,-166.707846,-73.1093266,146.584642
7131.14832,-166.685308,-73.0400686,146.538869
7131.15332,-166.660583,-72.972281,146.492295
7131.15832,-166.633158,-72.9061352,146.443625
7131.16332,-166.604196,-72.8443381,146.39287
7131.16832,-166.574781,-72.7867144,146.341261
7131.17332,-166.549243,-72.7321121,146.292263
7131.17832,-166.534913,-72.6794061,146.252952
7131.18332,-166.538565,-72.6265268,146.229838
7131.18832,-166.560891,-72.5750792,146.223941
7131.19332,-166.601493,-72.5250462,146.234769
7131.19832,-166.65321,-72.4772072,146.254744
7131.20332,-166.706307,-72.4334081,146.275131
7131.20832,-166.752235,-72.3924,146.288338
7131.21332,-166.789248,-72.3538751,146.29278
7131.21832,-166.818757,-72.3172115,146.290096
7131.22332,-166.842059,-72.2812493,146.282294
7131.22832,-166.86203,-72.2459079,146.272091
7131.23332,-166.881037,-72.2113342,146.262109
7131.23832,-166.896505,-72.1770465,146.249919
7131.24332,-166.911938,-72.1432002,146.237546
7131.24832,-166.933111,-72.1099668,146.231167
7131.25332,-166.964216,-72.0790367,146.234681
7131.25832,-167.008003,-72.0528402,146.250282
7131.26332,-167.068567,-72.0292543,146.282474
7131.26832,-167.145566,-72.0099138,146.33014
7131.27332,-167.236825,-71.9943173,146.391493
7131.27832,-167.343607,-71.9822463,146.468149
7131.28332,-167.459765,-71.9725084,146.55432
7131.28832,-167.579587,-71.9641752,146.644456
7131.29332,-167.697514,-71.9557189,146.73318
7131.29832,-167.805881,-71.9485494,146.812631
7131.30332,-167.898999,-71.942383,146.87728
7131.30832,-167.977921,-71.9367178,146.928746
7131.31332,-168.03841,-71.9318176,146.963642
7131.31832,-168.077046,-71.9272171,146.97852
7131.32332,-168.104014,-71.9226501,146.982149
7131.32832,-168.128836,-71.9174649,146.982697
7131.33332,-168.153209,-71.9116998,146.981608
7131.33832,-168.181185,-71.906147,146.983879
7131.34332,-168.211678,-71.9023677,146.989131
7131.34832,-168.242928,-71.9009433,146.995376
7131.35332,-168.277669,-71.901979,147.00477
7131.35832,-168.315222,-71.9045102,147.015765
7131.36332,-168.351331,-71.9071909,147.023902
7131.36832,-168.385105,-71.9105322,147.02814
7131.37332,-168.419115,-71.9133068,147.031506
7131.37832,-168.449418,-71.9165134,147.029089
7131.38332,-168.472662,-71.9190973,147.016927
7131.38832,-168.493128,-71.9192662,146.999239
7131.39332,-168.515136,-71.9174356,146.979509
7131.39832,-168.545585,-71.9147192,146.96394
7131.40332,-168.590854,-71.9105773,146.95822
7131.40832,-168.653958,-71.9042983,146.965831
7131.41332,-168.727101,-71.8944197,146.980606
7131.41832,-168.800573,-71.8810654,146.993926
7131.42332,-168.865118,-71.8651321,146.997321
7131.42832,-168.9134,-71.8472872,146.983712
7131.43332,-168.947135,-71.828159,146.955829
7131.43832,-168.971869,-71.8075832,146.918895
7131.44332,-168.994758,-71.78554,146.879985
7131.44832,-169.022066,-71.760285,146.845684
7131.45332,-169.059652,-71.7321405,146.820661
7131.45832,-169.110605,-71.701021,146.808149
7131.46332,-169.168692,-71.6673354,146.801751
7131.46832,-169.231601,-71.6317484,146.799431
7131.47332,-169.294994,-71.5958043,146.79791
7131.47832,-169.350556,-71.5595379,146.789613
7131.48332,-169.388804,-71.523309,146.765832
7131.48832,-169.400989,-71.4859243,146.719522
7131.49332,-169.389761,-71.4480058,146.653465
7131.49832,-169.361989,-71.4102882,146.57527
7131.50332,-169.324354,-71.3731875,146.492006
7131.50832,-169.28539,-71.3368917,146.409791
7131.51332,-169.252648,-71.3007313,146.333198
7131.51832,-169.233801,-71.2640737,146.27006
7131.52332,-169.231404,-71.2267466,146.223754
7131.52832,-169.240361,-71.1896075,146.189377
7131.53332,-169.251749,-71.1539664,146.158491
7131.53832,-169.262556,-71.120109,146.129162
7131.54332,-169.274169,-71.0896681,146.102765
7131.54832,-169.285429,-71.0624161,146.076949
7131.55332,-169.297762,-71.037931,146.051883
7131.55832,-169.316438,-71.0158638,146.032225
7131.56332,-169.346249,-70.9955681,146.021655
7131.56832,-169.388444,-70.9768731,146.02126
7131.57332,-169.443717,-70.9599619,146.031816
7131.57832,-169.512229,-70.94476,146.053485
7131.58332,-169.590447,-70.9324819,146.082267
7131.58832,-169.67619,-70.9237632,146.116255
7131.59332,-169.765356,-70.9189852,146.152882
7131.59832,-169.855882,-70.9169283,146.191113
7131.60332,-169.94663,-70.9171809,146.230166
7131.60832,-170.033442,-70.9183126,146.266976
7131.61332,-170.111492,-70.9208359,146.298765
7131.61832,-170.175142,-70.9249185,146.321927
7131.62332,-170.218952,-70.9300506,146.332824
7131.62832,-170.243831,-70.9365332,146.330803
7131.63332,-170.261377,-70.944375,146.324692
7131.63832,-170.288195,-70.953944,146.328341
7131.64332,-170.337919,-70.9634417,146.353702
7131.64832,-170.414629,-70.9734152,146.403699
7131.65332,-170.517962,-70.9838244,146.477581
7131.65832,-170.642214,-70.9951582,146.568969
7131.66332,-170.776563,-71.0081602,146.666914
7131.66832,-170.921146,-71.0221587,146.770827
7131.67332,-171.079604,-71.0375775,146.883801
7131.67832,-171.25145,-71.0530232,147.005702
7131.68332,-171.436532,-71.0697832,147.138122
7131.68832,-171.630786,-71.0862187,147.277847
7131.69332,-171.823745,-71.1019901,147.415905
7131.69832,-172.004615,-71.1176967,147.542376
7131.70332,-172.166457,-71.1333328,147.65024
7131.70832,-172.313622,-71.1491714,147.744009
7131.71332,-172.456102,-71.1663136,147.833148
7131.71832,-172.606991,-71.184038,147.930619
7131.72332,-172.777821,-71.202856,148.047569
7131.72832,-172.969819,-71.2223662,148.184194
7131.73332,-173.180847,-71.2428483,148.3371
7131.73832,-173.403949,-71.2650606,148.498447
7131.74332,-173.626548,-71.2892161,148.658094
7131.74832,-173.844072,-71.3148111,148.81267
7131.75332,-174.058455,-71.3422215,148.964795
7131.75832,-174.276259,-71.3711821,149.121076
7131.76332,-174.497422,-71.4018607,149.282031
7131.76832,-174.714144,-71.4337548,149.439521
7131.77332,-174.922232,-71.465418,149.588945
7131.77832,-175.121537,-71.4973132,149.72959
7131.78332,-175.312939,-71.5307783,149.861456
7131.78832,-175.497372,-71.5670516,149.985791
7131.79332,-175.680017,-71.6072516,150.107297
7131.79832,-175.862554,-71.6533595,150.227351
7131.80332,-176.043915,-71.7085132,150.345588
7131.80832,-176.229222,-71.7703242,150.466407
7131.81332,-176.422255,-71.8376386,150.592797
7131.81832,-176.623562,-71.9092335,150.725272
7131.82332,-176.827886,-71.9827064,150.859123
7131.82832,-177.027156,-72.0564019,150.98885
7131.83332,-177.213827,-72.1304129,151.109357
7131.83832,-177.381174,-72.2065916,151.21558
7131.84332,-177.527396,-72.2846797,151.306539
7131.84832,-177.654734,-72.365373,151.384709
7131.85332,-177.763843,-72.4512334,151.451288
7131.85832,-177.853343,-72.539538,151.50584
7131.86332,-177.924986,-72.6288062,151.549203
7131.86832,-177.981493,-72.7177474,151.582626
7131.87332,-178.022493,-72.8052126,151.60594
7131.87832,-178.050106,-72.8924961,151.618636
7131.88332,-178.072917,-72.9810978,151.626569
7131.88832,-178.091328,-73.0712932,151.630801
7131.89332,-178.105815,-73.1649888,151.631819
7131.89832,-178.113889,-73.2611021,151.626785
7131.90332,-178.116387,-73.3602555,151.616389
7131.90832,-178.117171,-73.4599754,151.603865
7131.91332,-178.120451,-73.5588229,151.593864
7131.91832,-178.133211,-73.6573384,151.593745
7131.92332,-178.156663,-73.7556661,151.605215
7131.92832,-178.188112,-73.8534359,151.625998
7131.93332,-178.220039,-73.9515416,151.649088
7131.93832,-178.243554,-74.0515052,151.666346
7131.94332,-178.254271,-74.1527848,151.673345
7131.94832,-178.253789,-74.2549029,151.670778
7131.95332,-178.244543,-74.3608338,151.659535
7131.95832,-178.23523,-74.4672496,151.64795
7131.96332,-178.230442,-74.5740816,151.640297
7131.96832,-178.228144,-74.6800208,151.632896
7131.97332,-178.223402,-74.7836556,151.621033
7131.97832,-178.212077,-74.8835263,151.600002
7131.98332,-178.189692,-74.9808515,151.564706
7131.98832,-178.154868,-75.0770087,151.513726
7131.99332,-178.112598,-75.1721466,151.451897
7131.99832,-178.067081,-75.2633766,151.383784
7132.00332,-178.016065,-75.3533715,151.30756
7132.00832,-177.959228,-75.4403394,151.223149
7132.01332,-177.889955,-75.5232114,151.124234
7132.01832,-177.803933,-75.6016994,151.007334
7132.02332,-177.704931,-75.6760457,150.877405
7132.02832,-177.597177,-75.747071,150.739628
7132.03332,-177.474756,-75.815724,150.587943
7132.03832,-177.328969,-75.8826482,150.415256
7132.04332,-177.157234,-75.949537,150.219576
7132.04832,-176.961851,-76.0126996,150.003505
7132.05332,-176.740955,-76.0747231,149.766062
7132.05832,-176.502517,-76.1311855,149.514413
7132.06332,-176.253867,-76.1840934,149.254298
7132.06832,-175.997614,-76.2328576,148.987795
7132.07332,-175.732836,-76.2774492,148.714158
7132.07832,-175.459854,-76.3178575,148.433868
7132.08332,-175.180945,-76.3532827,148.148427
7132.08832,-174.90815,-76.3824338,147.867743
7132.09332,-174.653759,-76.4054898,147.602857
7132.09832,-174.424939,-76.4223067,147.359454
7132.10332,-174.222072,-76.4369452,147.138382
7132.10832,-174.045422,-76.4473656,146.941377
7132.11332,-173.886971,-76.4538883,146.762218
7132.11832,-173.742296,-76.4564269,146.597135
7132.12332,-173.609773,-76.455634,146.444446
7132.12832,-173.480546,-76.4506934,146.296442
7132.13332,-173.349119,-76.4421596,146.148992
7132.13832,-173.215762,-76.4288125,146.003158
7132.14332,-173.082841,-76.4109308,145.861663
7132.14832,-172.951555,-76.3896434,145.725152
7132.15332,-172.825756,-76.3647856,145.595693
7132.15832,-172.710346,-76.3367222,145.476863
7132.16332,-172.614206,-76.3058056,145.375624
7132.16832,-172.54855,-76.2730103,145.301466
7132.17332,-172.522873,-76.2368595,145.262715
7132.17832,-172.539849,-76.1985223,145.262442
7132.18332,-172.594968,-76.1586767,145.296412
7132.18832,-172.682673,-76.1159652,145.359503
7132.19332,-172.800523,-76.0701626,145.450959
7132.19832,-172.9373,-76.0208928,145.561816
7132.20332,-173.08222,-75.9687289,145.682242
7132.20832,-173.232408,-75.9139367,145.809103
7132.21332,-173.385486,-75.8573632,145.940813
7132.21832,-173.534493,-75.7979584,146.072373
7132.22332,-173.674085,-75.7361481,146.199074
7132.22832,-173.803738,-75.6717333,146.319359
7132.23332,-173.91924,-75.6052455,146.428031
7132.23832,-174.016018,-75.5360265,146.520396
7132.24332,-174.101942,-75.4651951,146.604027
7132.24832,-174.184155,-75.3929518,146.684742
7132.25332,-174.265932,-75.3188851,146.765536
7132.25832,-174.350333,-75.2433275,146.848479
7132.26332,-174.443635,-75.1653174,146.938542
7132.26832,-174.550958,-75.0863107,147.041833
7132.27332,-174.675577,-75.0058992,147.162876
7132.27832,-174.816552,-74.9220557,147.30105
7132.28332,-174.973565,-74.8350055,147.455839
7132.28832,-175.144623,-74.74362,147.625926
7132.29332,-175.324301,-74.6490362,147.806379
7132.29832,-175.503372,-74.5503301,147.988668
7132.30332,-175.673052,-74.4482001,148.165218
7132.30832,-175.825058,-74.3438269,148.32771
7132.31332,-175.946753,-74.2374992,148.465369
7132.31832,-176.025649,-74.1284462,148.567004
7132.32332,-176.060708,-74.0172372,148.630187
7132.32832,-176.060185,-73.9027834,148.661372
7132.33332,-176.036045,-73.7847902,148.670899
7132.33832,-176.004046,-73.6644724,148.673135
7132.34332,-175.979242,-73.5417586,148.68254
7132.34832,-175.969482,-73.4175836,148.706087
7132.35332,-175.984429,-73.2912731,148.752707
7132.35832,-176.030699,-73.1628361,148.828281
7132.36332,-176.104247,-73.0305783,148.929538
7132.36832,-176.194798,-72.8940681,149.048192
7132.37332,-176.284708,-72.7549175,149.168783
7132.37832,-176.358445,-72.6129324,149.27602
7132.38332,-176.406514,-72.4678233,149.359975
7132.38832,-176.419663,-72.320419,149.410998
7132.39332,-176.392955,-72.1723702,149.423535
7132.39832,-176.329308,-72.0244265,149.400285
7132.40332,-176.241351,-71.8781738,149.353018
7132.40832,-176.138913,-71.7333837,149.290352
7132.41332,-176.031057,-71.5882249,149.21928
7132.41832,-175.931028,-71.4397986,149.151737
7132.42332,-175.846685,-71.2865636,149.095105
7132.42832,-175.783966,-71.1273879,149.055341
7132.43332,-175.744262,-70.9654398,149.034905
7132.43832,-175.72538,-70.8013675,149.033971
7132.44332,-175.725979,-70.6357535,149.052912
7132.44832,-175.737548,-70.4715996,149.084367
7132.45332,-175.750116,-70.310186,149.119162
7132.45832,-175.757981,-70.1508267,149.151997
7132.46332,-175.751618,-69.9933065,149.174107
7132.46832,-175.720194,-69.8369034,149.175641
7132.47332,-175.663056,-69.6819473,149.154532
7132.47832,-175.582167,-69.528614,149.111645
7132.48332,-175.478026,-69.3775796,149.046181
7132.48832,-175.352613,-69.2286558,148.957283
7132.49332,-175.209466,-69.0825667,148.846786
7132.49832,-175.055214,-68.9380949,148.718441
7132.50332,-174.902511,-68.7952136,148.583477
7132.50832,-174.76118,-68.6538652,148.453131
7132.51332,-174.638096,-68.5152397,148.336212
7132.51832,-174.535315,-68.3809895,148.237047
7132.52332,-174.45181,-68.2521849,148.156765
7132.52832,-174.382699,-68.1287625,148.091104
7132.53332,-174.322721,-68.0097921,148.035488
7132.53832,-174.264202,-67.8968511,147.984221
7132.54332,-174.202183,-67.7881582,147.933771
7132.54832,-174.133312,-67.6824109,147.880653
7132.55332,-174.054133,-67.5795461,147.820911
7132.55832,-173.959839,-67.4814601,147.749575
7132.56332,-173.84711,-67.3895064,147.663039
7132.56832,-173.713841,-67.3035251,147.557417
7132.57332,-173.564552,-67.224158,147.435902
7132.57832,-173.409233,-67.1509343,147.307542
7132.58332,-173.257715,-67.0815599,147.180692
7132.58832,-173.116922,-67.0163438,147.06119
